22.01.2025 23:41:00 [Dayz-Dog] 'DayzDog.json' does not exist, creating default config
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <10345.134766, 6.933967, 2020.676025>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <10348.581055, 7.034007, 2020.750732>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <3360.769775, 186.685852, 3938.325195>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <3340.567139, 186.445724, 3946.033691>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <3348.038574, 186.873291, 3954.977295>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <3349.430908, 185.797226, 3935.964111>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <1285.896240, 475.781738, 14103.910156>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <13336.910156, 95.091629, 12850.057617>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <13324.881836, 100.087601, 12830.148438>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <13352.706055, 95.125755, 12860.356445>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <13335.533203, 95.106079, 12851.983398>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <6640.497559, 327.896576, 5982.332031>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <6648.031250, 329.747162, 6001.064453>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <6628.448730, 324.952515, 5961.878418>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <6629.033691, 324.867981, 5982.129883>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <9939.981445, 160.612610, 10311.231445>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <12247.550781, 109.225395, 10936.388672>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <12235.688477, 110.027626, 10947.851563>
24.01.2025 12:14:24 [Dayz-Dog] Spawned Wild Dog at <12261.666992, 107.057480, 10921.458008>
24.01.2025 12:19:54 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <2121.873779, 284.338104, 7419.832031>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <2104.324951, 280.918976, 7419.282227>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <9617.142578, 79.779518, 13622.068359>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <9613.946289, 81.467255, 13606.041016>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <9635.436523, 85.536041, 13600.844727>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <13006.271484, 11.641860, 6988.319336>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <12997.876953, 13.224740, 6983.084961>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <4956.371582, 456.988861, 14878.751953>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <4954.060059, 469.750275, 14899.569336>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <4950.880371, 470.260315, 14899.876953>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <4939.186523, 454.169189, 14882.529297>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <4933.369629, 455.816833, 14886.364258>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <10643.847656, 121.939850, 9648.583008>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <10654.265625, 118.749794, 9666.999023>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <10627.746094, 126.216721, 9627.793945>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <10632.940430, 125.136032, 9631.102539>
24.01.2025 12:20:45 [Dayz-Dog] Spawned Wild Dog at <1129.599976, 185.835068, 7226.799805>
24.01.2025 12:22:54 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <6192.936523, 297.731049, 7591.167969>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <6190.986816, 298.081940, 7609.263672>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <1131.189941, 466.729706, 13901.615234>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <1117.747437, 468.332916, 13922.540039>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <1144.869019, 466.357239, 13881.125000>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <764.145203, 336.044800, 12192.613281>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <749.722290, 336.069427, 12196.418945>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <758.915955, 335.423279, 12203.919922>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <772.847107, 334.911346, 12202.354492>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <748.469360, 339.082336, 12180.301758>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <6302.859375, 154.709702, 12680.279297>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <6283.552246, 154.088623, 12659.859375>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <4524.819336, 229.459702, 4523.655762>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <4517.250977, 228.553772, 4516.229980>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <4519.205078, 232.454346, 4545.735840>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <4519.210449, 228.733734, 4514.739746>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <1463.774414, 474.834930, 14303.407227>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <1455.918213, 472.596649, 14323.035156>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <1444.373413, 473.294006, 14312.985352>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <1479.840332, 469.747742, 14321.678711>
24.01.2025 12:23:48 [Dayz-Dog] Spawned Wild Dog at <1478.156982, 472.485199, 14294.884766>
24.01.2025 12:26:28 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <8302.268555, 2.805876, 2729.145752>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <8316.452148, 2.748333, 2722.215088>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <8316.033203, 2.882963, 2735.548828>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <6786.072266, 376.364624, 14509.704102>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <6770.245117, 376.915619, 14528.165039>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <6792.260254, 375.938385, 14503.726563>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <6770.009277, 377.513702, 14510.758789>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <6802.177734, 375.037567, 14506.639648>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <1894.098267, 241.494049, 10518.341797>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <1876.152100, 239.507858, 10507.746094>
24.01.2025 12:27:21 [Dayz-Dog] Spawned Wild Dog at <1908.308838, 242.381424, 10534.061523>
24.01.2025 12:30:28 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <12388.445313, 96.465805, 10876.987305>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <12398.652344, 94.918488, 10866.966797>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <12375.787109, 96.830780, 10867.120117>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <12400.483398, 95.335258, 10873.109375>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <3651.507813, 6.060000, 2162.127686>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <3632.813232, 6.088799, 2183.224121>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <3671.226074, 5.219223, 2178.628906>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <3634.803955, 6.088550, 2157.107910>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <3640.522949, 6.088799, 2156.628906>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <3279.560791, 216.652023, 13602.054688>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <3292.665771, 215.239487, 13590.650391>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <3294.188232, 214.968277, 13581.315430>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <6488.579590, 6.044808, 2498.134033>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <6511.449707, 6.009348, 2494.381592>
24.01.2025 12:31:23 [Dayz-Dog] Spawned Wild Dog at <6478.524902, 6.205083, 2499.535889>
24.01.2025 12:33:55 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <5027.239258, 475.231476, 15142.162109>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <5011.762695, 474.969788, 15151.382813>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <5027.395996, 475.411591, 15126.745117>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <5012.906738, 475.000000, 15157.750000>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <5030.406738, 475.522949, 15165.725586>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <8149.967285, 453.334198, 9329.251953>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <8137.971191, 457.750610, 9310.552734>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <8165.198242, 451.347290, 9340.735352>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <11233.691406, 195.967773, 12469.115234>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <11242.213867, 193.862579, 12468.659180>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <11240.803711, 196.385559, 12449.132813>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <11232.643555, 196.696793, 12464.362305>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <5010.109375, 446.758667, 14857.962891>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <5005.547363, 454.752289, 14867.659180>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <5031.872070, 455.303131, 14866.584961>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <4996.783203, 468.576294, 14880.486328>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <4490.328613, 314.632629, 8248.657227>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <4475.972168, 314.237091, 8246.801758>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <4473.733398, 314.147980, 8267.778320>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <4508.678711, 315.670563, 8258.649414>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <4469.373047, 314.165436, 8240.880859>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <13009.264648, 5.761391, 8206.807617>
24.01.2025 12:34:49 [Dayz-Dog] Spawned Wild Dog at <12991.263672, 7.582639, 8185.644043>
24.01.2025 12:39:47 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <1617.924072, 310.607147, 7837.663086>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <1614.815552, 311.972900, 7845.008301>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <1601.201416, 313.734039, 7859.469238>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <1607.558472, 313.429779, 7851.619629>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <2250.327881, 283.035156, 9013.084961>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <2261.162842, 280.024353, 9032.830078>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <2259.017822, 283.130493, 9004.312500>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <7009.895996, 182.234497, 4265.909668>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <7030.738770, 187.673935, 4275.652344>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <6994.579102, 176.509583, 4255.470703>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <6993.262207, 176.153290, 4256.458496>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <2247.064209, 264.362061, 13040.060547>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <2258.276611, 262.561523, 13018.743164>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <3082.903564, 240.850372, 13827.526367>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <3091.472656, 239.392548, 13810.833984>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <3104.744873, 239.288925, 13820.274414>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <3411.757813, 288.588959, 14792.781250>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <3389.950195, 290.100006, 14809.472656>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <13425.377930, 84.145943, 13011.968750>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <13430.357422, 83.015396, 13023.697266>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <10480.889648, 6.706100, 1985.002686>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <10460.756836, 6.756144, 1965.711182>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <10483.215820, 6.253193, 2006.966553>
24.01.2025 12:40:42 [Dayz-Dog] Spawned Wild Dog at <10463.602539, 7.003987, 1987.781250>
24.01.2025 12:44:18 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 12:45:12 [Dayz-Dog] Spawned Wild Dog at <2259.841553, 283.542206, 8999.358398>
24.01.2025 12:45:12 [Dayz-Dog] Spawned Wild Dog at <2253.175781, 285.617310, 8991.367188>
24.01.2025 12:45:12 [Dayz-Dog] Spawned Wild Dog at <3668.571289, 301.758301, 8315.415039>
24.01.2025 12:45:12 [Dayz-Dog] Spawned Wild Dog at <4130.102051, 338.288635, 11085.241211>
24.01.2025 12:45:12 [Dayz-Dog] Spawned Wild Dog at <4151.491211, 338.500000, 11066.226563>
24.01.2025 12:45:12 [Dayz-Dog] Spawned Wild Dog at <4118.082520, 338.333099, 11091.175781>
24.01.2025 12:45:12 [Dayz-Dog] Spawned Wild Dog at <4134.364746, 338.262787, 11099.650391>
24.01.2025 12:48:48 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <8391.051758, 4.247435, 2752.862305>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <8385.099609, 3.519993, 2740.121338>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <12880.877930, 177.470734, 4517.906250>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <12888.225586, 175.291504, 4502.620605>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <12860.837891, 175.574539, 4515.347656>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <1472.744873, 474.128662, 14307.468750>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <1481.375122, 471.717133, 14287.145508>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <5349.094727, 307.118042, 10532.904297>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <5360.442871, 308.107086, 10548.196289>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <5368.296387, 307.228577, 10532.736328>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <4638.268555, 272.008728, 6737.196289>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <4640.996094, 272.628204, 6750.407227>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <4637.608398, 269.283234, 6714.572266>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <4629.155273, 270.885773, 6730.265625>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <4659.888184, 272.893005, 6758.216309>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <6078.933594, 268.786530, 10343.919922>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <6089.911621, 269.069550, 10344.977539>
24.01.2025 12:49:38 [Dayz-Dog] Spawned Wild Dog at <6096.216797, 270.251984, 10336.807617>
24.01.2025 12:56:21 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <1938.113525, 257.693146, 7371.035645>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <1914.552979, 255.003998, 7351.641602>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <1924.018433, 253.100342, 7356.770508>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <1938.350586, 259.200012, 7385.332031>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <1946.500000, 257.000000, 7351.600098>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <3072.979980, 228.350677, 4010.320313>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <3092.773926, 222.092499, 4021.286621>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <12457.422852, 127.435600, 14934.959961>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <12476.083008, 128.858078, 14952.021484>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <12448.849609, 128.912079, 14947.419922>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <8333.997070, 121.200142, 12904.762695>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <8345.039063, 118.930420, 12886.505859>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <8336.277344, 119.766747, 12887.902344>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <8326.669922, 124.518555, 12922.855469>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <5601.504395, 67.379234, 2636.419189>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <5610.720703, 68.663368, 2658.958740>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <5577.849609, 67.307251, 2635.774658>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <5601.973633, 69.518723, 2617.710449>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <9625.234375, 182.194351, 10493.169922>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <9602.590820, 182.040802, 10482.218750>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <9618.023438, 183.087250, 10504.349609>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <5248.761719, 304.908813, 10616.517578>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <5261.592773, 306.996094, 10600.208008>
24.01.2025 12:57:14 [Dayz-Dog] Spawned Wild Dog at <4576.276855, 287.492950, 6363.090332>
24.01.2025 13:00:17 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <5366.160156, 163.231216, 12686.853516>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <5371.093750, 162.470627, 12672.696289>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <5369.819824, 162.428589, 12672.428711>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <5354.532715, 164.044785, 12705.505859>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <5362.396973, 162.791580, 12680.675781>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <2640.279785, 274.049255, 10044.823242>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <2623.870361, 274.159058, 10059.088867>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <11275.188477, 289.413574, 4290.900391>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <11269.385742, 289.473145, 4300.099609>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <11264.473633, 290.852509, 4279.189941>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <11287.514648, 287.005859, 4283.524414>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <11281.180664, 288.293030, 4308.745605>
24.01.2025 13:01:12 [Dayz-Dog] Spawned Wild Dog at <7871.638184, 324.012482, 14535.869141>
24.01.2025 13:03:37 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <6487.598145, 315.737427, 6095.137207>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <6471.487793, 310.773651, 6094.297363>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <6465.194336, 310.800262, 6101.289063>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <6482.813477, 315.792145, 6100.561035>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <14036.123047, 148.363556, 15162.592773>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <14894.089844, 157.604111, 14259.888672>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <14889.655273, 155.897003, 14241.623047>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <14889.709961, 159.428497, 14274.454102>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <14908.147461, 155.637192, 14243.459961>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <13148.763672, 6.053101, 7170.977539>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <13147.718750, 6.102997, 7159.878906>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <5012.690918, 170.570297, 12994.312500>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <4989.136719, 170.962769, 12996.208984>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <9588.628906, 82.688515, 13784.690430>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <9576.835938, 82.338440, 13772.818359>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <9611.452148, 79.731651, 13764.663086>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <12118.165039, 190.345108, 7359.020996>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <12119.778320, 190.516571, 7363.590332>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <12133.133789, 190.307816, 7373.345703>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <2485.663818, 254.468735, 9583.776367>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <2504.996582, 257.201691, 9560.153320>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <4836.960449, 339.139404, 10200.791016>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <4815.957031, 339.179993, 10203.959961>
24.01.2025 13:04:32 [Dayz-Dog] Spawned Wild Dog at <4818.577148, 339.200012, 10187.100586>
24.01.2025 14:18:22 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 14:19:55 [Dayz-Dog] Spawned Wild Dog at <10914.671875, 1.735361, 2575.849609>
24.01.2025 14:19:55 [Dayz-Dog] Spawned Wild Dog at <10891.248047, 3.823397, 2567.633057>
24.01.2025 14:19:55 [Dayz-Dog] Spawned Wild Dog at <10918.106445, 0.900001, 2555.137451>
24.01.2025 14:19:55 [Dayz-Dog] Spawned Wild Dog at <10911.074219, 1.440062, 2555.343750>
24.01.2025 14:19:55 [Dayz-Dog] Spawned Wild Dog at <11161.939453, 282.043610, 4233.821289>
24.01.2025 14:19:55 [Dayz-Dog] Spawned Wild Dog at <11185.618164, 287.701141, 4243.327148>
24.01.2025 14:19:55 [Dayz-Dog] Spawned Wild Dog at <4695.286133, 339.100006, 10241.706055>
24.01.2025 14:19:55 [Dayz-Dog] Spawned Wild Dog at <9919.277344, 159.999985, 10395.233398>
24.01.2025 14:25:12 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <13480.418945, 53.973373, 3406.644531>
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <13462.410156, 45.796463, 3428.621582>
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <13491.856445, 47.657700, 3414.317139>
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <13461.637695, 50.735817, 3417.373535>
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <13496.726563, 39.601048, 3427.455566>
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <4360.100098, 6.388219, 2488.051758>
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <4351.044922, 6.559985, 2505.991211>
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <4347.332520, 6.612540, 2495.676758>
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <4364.387207, 6.729689, 2508.168701>
